# id:25-25--25 
0.4,0.57,-0.23473141204174
0.71,-0.9,1.4921015189771
-0.15,0.22,-0.36525228727395
0.62,-0.74,1.0113274338338
-0.79,0.2,0.62440004837869
0.33,-1,1.0003146254084
-0.32,0.58,-0.6843057453731
0.51,0.15,0.15130266668188
-0.06,-0.14,0.22039254347816
-0.19,-0.05,0.11142899051989
-0.76,0.12,0.48897501444103
-0.64,0.77,-0.31154690766556
0.23,-0.96,1.0237465068285
0.05,0.59,-0.48708847414073
0.98,0.9,-0.11216848971218
-0.18,-0.07,0.016084136247267
0.96,0.86,-0.1527132407407
-0.42,-0.24,0.71330558129117
0.67,-0.05,0.48792353206486
-0.9,-0.34,1.0420618598445
0.3,-0.25,0.0061668977035951
0.37,-0.96,1.5036111313463
0.65,-0.98,1.6721731136236
-0.03,-0.3,0.45499279589012
-0.21,0.16,-0.1263388202262
0.33,-0.59,0.67255963878344
-0.98,-0.33,1.5621006654598
-0.73,0.07,0.35092722286528
0.98,0.29,1.0521269644305
0,-0.19,0.38544569548824
-0.32,-0.55,0.23098023735476
-0.82,-0.07,0.25814620948268
-0.82,-0.84,1.7411674890385
0.05,-0.69,0.38198068478449
0.55,-0.06,0.34831754771604
0.39,0.05,0.12471956594806
-0.86,-0.78,1.2366459982086
-0.85,-0.99,1.7065546910456
0.43,0.82,-0.74948284213619
-0.24,0.7,-0.57441099418439
0.92,-0.27,0.93457103588498
0.17,0.95,-1.0481964090934
-0.19,-0.96,1.2473397910681
-0.46,-0.53,0.28545539802392
0.26,-0.27,0.19982573456009
-0.76,0.46,0.32367220141545
0.7,-1,1.1013212409413
-0.85,0.87,-0.15365980281296
-0.37,-0.78,0.67344097993689
-0.23,0.32,-0.14577913550782
0.77,-0.8,1.3727750927127
0.94,-0.86,1.8171275753946
0.71,-0.76,1.1936077611985
-0.79,0.13,0.25624213411977
0.67,0.28,0.15987853688188
0.91,0.46,0.28810789511491
-0.26,-0.16,0.25107017230174
0.09,0.62,-0.65970664582102
0.22,-0.77,0.8471313111642
-0.95,-0.62,1.6102240690792
0.39,-0.11,0.23490413096158
-0.4,-0.02,0.07723753427017
